timestamp,load_MW,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),wind_speed_10m (km/h),cloud_cover (%),rain (mm),precipitation (mm),is_day (),shortwave_radiation (W/m²)
2023-04-01 00:00:00,2247.59,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 00:05:00,2242.49,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 00:10:00,2215.63,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 00:15:00,2201.72,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 00:20:00,2198.52,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 00:25:00,2186.5,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 00:30:00,2171.53,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 00:35:00,2141.02,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 00:40:00,2154.79,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 00:45:00,2044.05,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 00:50:00,2129.38,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 00:55:00,2120.79,16.6,97,17.6,7.6,20,0.0,0.0,0,0.0
2023-04-01 01:00:00,2113.46,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 01:05:00,2084.25,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 01:10:00,2079.79,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 01:15:00,2074.38,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 01:20:00,2073.69,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 01:25:00,2063.57,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 01:30:00,2054.38,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 01:35:00,2050.02,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 01:40:00,2035.34,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 01:45:00,2040.39,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 01:50:00,2023.06,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 01:55:00,2027.11,16.0,98,17.0,5.9,14,0.0,0.0,0,0.0
2023-04-01 02:00:00,2018.25,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 02:05:00,2007.59,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 02:10:00,1999.59,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 02:15:00,2007.65,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 02:20:00,2011.13,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 02:25:00,2002.68,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 02:30:00,1987.7,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 02:35:00,1986.25,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 02:40:00,1984.87,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 02:45:00,1984.99,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 02:50:00,1972.18,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 02:55:00,1975.04,15.5,99,16.4,6.4,11,0.0,0.0,0,0.0
2023-04-01 03:00:00,1969.35,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 03:05:00,1965.08,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 03:10:00,1963.7,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 03:15:00,1972.65,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 03:20:00,1960.12,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 03:25:00,1963.17,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 03:30:00,1968.35,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 03:35:00,1971.45,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 03:40:00,1962.2,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 03:45:00,1971.64,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 03:50:00,1966.83,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 03:55:00,1977.49,15.2,99,15.9,5.9,4,0.0,0.0,0,0.0
2023-04-01 04:00:00,1989.91,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 04:05:00,1984.06,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 04:10:00,2010.41,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 04:15:00,2026.2,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 04:20:00,2022.5,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 04:25:00,2049.56,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 04:30:00,2039.6,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 04:35:00,2052.06,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 04:40:00,2065.51,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 04:45:00,2088.55,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 04:50:00,2080.7,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 04:55:00,2107.57,15.1,98,15.8,5.9,3,0.0,0.0,0,0.0
2023-04-01 05:00:00,2143.02,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 05:05:00,2161.21,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 05:10:00,2182.21,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 05:15:00,2209.05,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 05:20:00,2220.73,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 05:25:00,2264.69,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 05:30:00,2284.87,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 05:35:00,2298.92,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 05:40:00,2341.71,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 05:45:00,2374.14,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 05:50:00,2410.02,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 05:55:00,2424.98,16.5,96,18.3,1.6,1,0.0,0.0,0,0.0
2023-04-01 06:00:00,2478.86,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 06:05:00,2517.35,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 06:10:00,2565.36,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 06:15:00,2651.62,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 06:20:00,2699.45,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 06:25:00,2713.47,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 06:30:00,2775.13,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 06:35:00,2816.69,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 06:40:00,2844.81,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 06:45:00,2831.42,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 06:50:00,2918.75,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 06:55:00,2905.11,16.7,95,18.3,2.3,7,0.0,0.0,1,2.0
2023-04-01 07:00:00,2954.74,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 07:05:00,2942.85,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 07:10:00,3007.66,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 07:15:00,3036.84,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 07:20:00,3099.58,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 07:25:00,3080.05,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 07:30:00,3090.52,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 07:35:00,3069.12,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 07:40:00,3098.82,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 07:45:00,3121.51,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 07:50:00,3101.14,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 07:55:00,3105.57,17.4,94,18.9,4.4,9,0.0,0.0,1,87.0
2023-04-01 08:00:00,3088.69,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 08:05:00,3087.83,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 08:10:00,3070.26,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 08:15:00,3117.97,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 08:20:00,3113.21,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 08:25:00,3089.04,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 08:30:00,3126.15,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 08:35:00,3129.76,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 08:40:00,3112.62,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 08:45:00,3132.52,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 08:50:00,3108.56,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 08:55:00,3131.08,19.3,86,20.9,5.8,6,0.0,0.0,1,277.0
2023-04-01 09:00:00,3107.35,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 09:05:00,3147.9,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 09:10:00,3166.24,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 09:15:00,3210.41,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 09:20:00,3261.54,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 09:25:00,3229.1,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 09:30:00,3326.6,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 09:35:00,3296.57,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 09:40:00,3368.89,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 09:45:00,3333.43,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 09:50:00,3358.26,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 09:55:00,3355.75,21.2,77,22.7,6.2,7,0.0,0.0,1,485.0
2023-04-01 10:00:00,3398.02,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 10:05:00,3381.4,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 10:10:00,3364.33,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 10:15:00,3381.07,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 10:20:00,3428.08,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 10:25:00,3416.74,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 10:30:00,3405.24,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 10:35:00,3400.43,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 10:40:00,3374.82,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 10:45:00,3435.93,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 10:50:00,3425.74,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 10:55:00,3401.09,22.6,70,25.2,3.4,8,0.1,0.1,1,663.0
2023-04-01 11:00:00,3406.94,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 11:05:00,3382.51,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 11:10:00,3355.88,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 11:15:00,3389.19,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 11:20:00,3348.5,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 11:25:00,3375.73,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 11:30:00,3375.67,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 11:35:00,3320.98,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 11:40:00,3350.47,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 11:45:00,3349.76,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 11:50:00,3333.17,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 11:55:00,3345.37,23.9,65,27.5,2.1,14,0.1,0.1,1,775.0
2023-04-01 12:00:00,3317.35,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 12:05:00,3334.73,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 12:10:00,3312.57,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 12:15:00,3287.31,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 12:20:00,3288.99,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 12:25:00,3273.09,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 12:30:00,3303.28,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 12:35:00,3233.29,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 12:40:00,3197.75,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 12:45:00,3217.81,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 12:50:00,3206.56,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 12:55:00,3210.28,24.7,61,28.4,2.1,25,0.1,0.1,1,811.0
2023-04-01 13:00:00,3113.73,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 13:05:00,3059.05,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 13:10:00,3015.19,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 13:15:00,2975.48,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 13:20:00,2990.72,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 13:25:00,2985.76,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 13:30:00,2937.82,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 13:35:00,2985.61,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 13:40:00,3014.62,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 13:45:00,2998.54,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 13:50:00,2961.42,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 13:55:00,3004.3,25.3,57,28.9,1.8,100,0.1,0.1,1,815.0
2023-04-01 14:00:00,2960.5,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 14:05:00,2997.66,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 14:10:00,3013.09,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 14:15:00,3028.06,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 14:20:00,3020.88,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 14:25:00,3004.43,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 14:30:00,2997.78,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 14:35:00,3015.93,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 14:40:00,3010.87,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 14:45:00,2983.37,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 14:50:00,2980.7,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 14:55:00,3013.99,25.7,52,27.6,6.4,100,0.1,0.1,1,722.0
2023-04-01 15:00:00,2965.91,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 15:05:00,2998.61,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 15:10:00,2971.85,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 15:15:00,2987.1,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 15:20:00,3003.4,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 15:25:00,2985.65,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 15:30:00,3001.56,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 15:35:00,2970.47,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 15:40:00,2990.44,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 15:45:00,3003.81,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 15:50:00,2990.52,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 15:55:00,2933.32,25.7,50,25.8,8.8,100,0.0,0.0,1,451.0
2023-04-01 16:00:00,2987.57,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 16:05:00,2969.93,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 16:10:00,2983.1,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 16:15:00,2952.38,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 16:20:00,2979.01,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 16:25:00,2984.5,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 16:30:00,2980.17,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 16:35:00,2970.1,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 16:40:00,2969.27,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 16:45:00,2980.97,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 16:50:00,3009.24,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 16:55:00,3000.26,23.9,56,23.7,11.9,36,0.0,0.0,1,302.0
2023-04-01 17:00:00,3038.83,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 17:05:00,3070.26,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 17:10:00,3055.69,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 17:15:00,3098.02,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 17:20:00,3109.4,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 17:25:00,3126.3,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 17:30:00,3190.82,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 17:35:00,3153.81,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 17:40:00,3133.32,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 17:45:00,3161.27,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 17:50:00,3165.05,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 17:55:00,3123.22,24.1,58,25.1,5.4,35,0.0,0.0,1,194.0
2023-04-01 18:00:00,3178.6,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 18:05:00,3127.16,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 18:10:00,3099.13,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 18:15:00,3139.13,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 18:20:00,3090.05,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 18:25:00,3078.92,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 18:30:00,3124.84,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 18:35:00,3082.24,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 18:40:00,3078.31,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 18:45:00,3083.11,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 18:50:00,3087.57,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 18:55:00,3062.44,23.2,62,24.6,2.4,39,0.0,0.0,1,57.0
2023-04-01 19:00:00,3118.3,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 19:05:00,3109.53,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 19:10:00,3101.67,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 19:15:00,3108.83,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 19:20:00,3065.41,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 19:25:00,3083.94,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 19:30:00,3067.68,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 19:35:00,3066.01,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 19:40:00,3036.86,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 19:45:00,2991.64,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 19:50:00,2998.54,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 19:55:00,2948.58,20.3,80,20.8,12.6,22,0.4,0.4,0,0.0
2023-04-01 20:00:00,2960.68,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 20:05:00,2919.86,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 20:10:00,2917.05,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 20:15:00,2904.76,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 20:20:00,2866.56,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 20:25:00,2836.4,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 20:30:00,2810.77,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 20:35:00,2816.76,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 20:40:00,2794.67,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 20:45:00,2748.42,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 20:50:00,2746.07,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 20:55:00,2706.06,18.7,88,20.3,5.1,43,0.0,0.0,0,0.0
2023-04-01 21:00:00,2656.49,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 21:05:00,2601.5,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 21:10:00,2626.55,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 21:15:00,2624.91,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 21:20:00,2614.18,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 21:25:00,2608.87,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 21:30:00,2551.71,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 21:35:00,2577.38,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 21:40:00,2543.39,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 21:45:00,2547.0,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 21:50:00,2535.96,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 21:55:00,2534.07,18.6,90,20.3,5.1,16,0.0,0.0,0,0.0
2023-04-01 22:00:00,2486.55,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 22:05:00,2494.56,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 22:10:00,2458.0,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 22:15:00,2453.46,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 22:20:00,2456.02,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 22:25:00,2436.13,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 22:30:00,2424.39,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 22:35:00,2375.33,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 22:40:00,2359.47,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 22:45:00,2374.6,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 22:50:00,2357.21,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 22:55:00,2351.41,19.1,85,20.8,3.9,6,0.0,0.0,0,0.0
2023-04-01 23:00:00,2332.43,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-01 23:05:00,2307.7,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-01 23:10:00,2283.22,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-01 23:15:00,2283.06,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-01 23:20:00,2255.4,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-01 23:25:00,2248.55,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-01 23:30:00,2257.76,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-01 23:35:00,2216.45,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-01 23:40:00,,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-01 23:45:00,,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-01 23:50:00,,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-01 23:55:00,,17.6,92,18.6,7.3,1,0.0,0.0,0,0.0
2023-04-02 00:00:00,2172.78,17.7,90,18.8,6.6,0,0.0,0.0,0,0.0
